"knr","aar","knavn","Menn_ya_p","Kvinner_ya_p","Totalt_ya_p","inc_k1","inc_k5","mf_uni_k","m_uni_k","f_uni_k","mf_uni_l","m_uni_l","f_uni_l","Trade_pc"
"1257","1130","2014","Strand",57.3615635179153,55.7759626604434,56.5779718263448,17,24.7,17.9,12.4,23.5,4.5,5.3,3.7,69225
"1258","1130","2015","Strand",57.791586998088,55.9568556953751,56.8858410649455,17.7,23.7,17.9,12.4,23.6,4.8,5.3,4.2,69409
"1259","1130","2016","Strand",57.3685041857526,55.9269525517691,56.6591784338896,18.2,21.7,18.4,12.7,24.2,4.9,5.3,4.5,69818
"1260","1130","2017","Strand",56.9632044713554,55.569844076515,56.2786289685674,17.9,21.6,18.9,13.2,24.8,4.8,5.1,4.5,69735
"1261","1135","2008","Sauda",56.9832402234637,51.3917739925218,54.1402619349387,19.2,19.1,14.7,11.4,17.9,2.4,3.4,1.6,60119
"1262","1135","2009","Sauda",57.7186963979417,51.8765638031693,54.7568710359408,20,17.5,14.9,11.5,18.2,2.4,3.1,1.7,59593
"1263","1135","2010","Sauda",58.2578697714532,52.1885521885522,55.1863684771033,20.1,18.8,15.5,12.2,18.8,2.6,3.4,1.8,60669
"1264","1135","2011","Sauda",58.8387096774194,52.3549201009251,55.5602806719115,20.3,18.4,16,12.3,19.7,2.8,3.7,2,62978
"1265","1135","2012","Sauda",59.1141396933561,53.1587697423109,56.1001262095078,19.4,19.3,16.5,12.8,20.2,2.9,3.5,2.2,64811
"1266","1135","2013","Sauda",57.9753296469587,52.8404344193818,55.3846153846154,19.9,21,17.1,12.8,21.4,2.9,3.5,2.2,66024
"1267","1135","2014","Sauda",57.4459058124735,53.1002913025385,55.2521008403361,19.7,20.3,17.2,12.8,21.6,3.5,4.1,2.9,66116
"1268","1135","2015","Sauda",58.4913611462284,54.0075535039866,56.2447434819176,20.1,18.7,17.4,12.8,22.1,3.4,3.8,3,66585
"1269","1135","2016","Sauda",57.8880407124682,53.2312925170068,55.5626326963907,20.5,19.6,18,13.2,22.8,3.6,4.1,3.1,72834
"1270","1135","2017","Sauda",57.2384937238494,53.4177215189873,55.3361344537815,20.4,19.8,18.4,13.7,23.3,3.7,4.1,3.4,70214
"1271","1146","2008","Tysvær",56.6821205402137,55.9336635795822,56.320283215327,14.7,27,16.7,12.1,21.5,2.7,3.6,1.8,27308
"1272","1146","2009","Tysvær",57.0205138418642,56.2992965252611,56.67215815486,13,26.8,17.4,12.9,22.3,2.9,3.6,2.1,28373
"1273","1146","2010","Tysvær",56.6536964980545,56.0568086883876,56.3658340048348,14.6,26.8,17.6,13,22.4,3,3.6,2.3,31993
"1274","1146","2011","Tysvær",57.0942754581523,55.6757860351164,56.4125208517319,14.3,26.1,17.7,13,22.6,3.1,3.8,2.3,30917
"1275","1146","2012","Tysvær",57.3831775700935,55.5935613682093,56.5213178294574,13.6,26.8,18.6,13.8,23.6,3.2,4,2.3,31348
"1276","1146","2013","Tysvær",56.5482796892342,55.185987010431,55.8882425860589,14.2,27,18.6,13.6,23.7,3.4,4.2,2.6,32965
"1277","1146","2014","Tysvær",56.4725214533504,55.2879984588711,55.8961379827522,13.8,27.3,18.6,13.6,24,3.9,4.6,3.3,33212
"1278","1146","2015","Tysvær",55.7147975635973,54.6919431279621,55.2178318135765,14.3,25.9,18.9,13.5,24.6,4.2,5,3.4,33225
"1279","1146","2016","Tysvær",55.7283288650581,54.5590994371482,55.1578947368421,14.2,25.4,19.6,14,25.6,4.3,5,3.6,38322
"1280","1146","2017","Tysvær",55.8250708215297,54.7190802892639,55.2848473870121,14,25.1,20,14.4,26.1,4.4,4.9,3.8,38977
"1281","1149","2008","Karmøy",58.8286400572392,56.3820445270933,57.6118789498022,16.7,22.9,15.9,12.7,19.1,2.1,2.9,1.3,52832
"1282","1149","2009","Karmøy",58.8297657512116,56.379821958457,57.612949128424,17,23,16.2,12.9,19.6,2.2,3,1.5,53387
"1283","1149","2010","Karmøy",58.6362496866383,56.6543015397124,57.6519281243691,17.2,22.7,16.6,13.1,20.2,2.4,3.1,1.8,54969
"1284","1149","2011","Karmøy",58.6546552492204,56.8731117824773,57.7715098719517,17.7,22,17.1,13.4,20.8,2.5,3.1,2,57473
"1285","1149","2012","Karmøy",58.6366967994136,56.8681181804594,57.7610025656207,17.4,22.1,17.6,13.7,21.4,2.7,3.2,2.2,57145
"1286","1149","2013","Karmøy",58.8580217245025,56.8235525797558,57.8530084148062,17.6,22.5,18,14,22,2.9,3.4,2.4,57043
"1287","1149","2014","Karmøy",58.7100748744195,56.7381724855939,57.734773549206,17.4,22.4,18.2,14.2,22.3,3.4,3.8,3,59140
"1288","1149","2015","Karmøy",58.5660554771979,56.4063101192766,57.4984546621654,17.7,21.6,18.5,14.2,22.8,3.5,3.9,3.1,61014
"1289","1149","2016","Karmøy",58.4837713965017,56.2893535207883,57.4015692037832,18.3,21,18.9,14.6,23.3,3.7,4,3.4,65057
"1290","1149","2017","Karmøy",58.1984847067627,55.9936681536912,57.1100428615406,18,20.4,19.2,14.6,23.9,3.9,4.1,3.6,67259
"1291","1201","2008","Bergen",62.6792547875755,59.1118740324224,60.8841313280537,21.2,20.8,24.5,21.5,27.3,9.9,11.9,7.9,84081
"1292","1201","2009","Bergen",62.9539642962408,59.4192130764002,61.1796818897763,20.6,21.2,24.9,21.8,27.9,10.3,12.1,8.5,86018
"1293","1201","2010","Bergen",62.9871857055685,59.6051998074145,61.2899454403741,20.6,21.2,25.1,21.9,28.3,10.7,12.4,9,85944
"1294","1201","2011","Bergen",63.1831388645483,59.8308440910556,61.5057298227288,20.6,21.3,25.5,22.2,28.7,11.2,12.8,9.6,86750
"1295","1201","2012","Bergen",63.257303345269,59.8663274218661,61.5645923218659,20.7,21.3,25.9,22.5,29.2,11.7,13.1,10.2,88631
"1296","1201","2013","Bergen",63.5505607949305,59.9701868192782,61.7667475275238,20,21.7,26.3,22.9,29.7,12,13.3,10.7,90067
"1297","1201","2014","Bergen",63.7306229891781,60.1787127650918,61.9649272473883,19.8,21.7,26.5,23,29.9,12.8,13.9,11.7,92764
"1298","1201","2015","Bergen",63.8987919114357,60.4206640985455,62.1724970193957,19.9,21.6,26.7,23.1,30.4,13.5,14.4,12.5,96077
"1299","1201","2016","Bergen",63.8562572840177,60.5896895222861,62.2366983788227,20.1,21,27.1,23.3,30.8,13.7,14.5,12.9,97240
"1300","1201","2017","Bergen",63.8076983369198,60.5850348011055,62.2086761728342,20.4,21.2,27.5,23.6,31.4,14,14.7,13.3,97533
"1301","1216","2008","Sveio",58.1499592502038,55.4196541543652,56.8082901554404,16.6,23.2,16.8,12.2,21.6,2.7,3.7,1.7,18442
"1302","1216","2009","Sveio",58.4028605482718,55.2951025533696,56.8895230330208,17.3,22.9,17,12.2,22.2,3,4,1.9,18516
"1303","1216","2010","Sveio",58.3138173302108,55.765285186705,57.0714142828566,17.9,20.7,17.6,12.3,23.2,3.2,4.2,2,18877
"1304","1216","2011","Sveio",58.0485952923311,55.9105431309904,57.0066173608408,17.9,21.2,17.7,12.5,23.2,3.3,4.3,2.3,19300
"1305","1216","2012","Sveio",58.195211786372,55.6307202546757,56.9625095638868,16,22.2,18.3,12.9,24.2,3.6,4.6,2.5,20521
"1306","1216","2013","Sveio",58.4992887624467,56.2210200927357,57.4074074074074,15.9,21.9,19.1,13.4,25.2,3.5,4.5,2.5,21652
"1307","1216","2014","Sveio",58.140350877193,55.3004209720628,56.781987918726,16.5,22.7,19,13.8,24.7,3.9,4.6,3.2,22716
"1308","1216","2015","Sveio",57.9278963948197,55.4675716440422,56.7435106189871,16.5,21.2,19.3,13.7,25.3,4.3,4.7,3.9,23780
"1309","1216","2016","Sveio",56.8533150120234,54.9962714392245,55.9628106561774,15.8,20.8,19.7,13.8,26,4.3,5,3.6,26290
"1310","1216","2017","Sveio",56.4444444444444,54.778469425119,55.6400282885431,15.4,20.6,19.8,13.5,26.7,4.4,4.9,3.9,28533
"1311","1219","2008","Bømlo",57.2774124755642,53.7888661329361,55.5737406801237,17,24.7,15.7,11.6,20,1.9,2.5,1.3,48112
"1312","1219","2009","Bømlo",57.7330508474576,54.3995572772551,56.1028416779432,17,25.8,16.2,11.8,20.8,2,2.6,1.4,48987
"1313","1219","2010","Bømlo",57.9923717059639,54.5305974214636,56.3015521064302,16.7,26.5,16.8,12,21.8,2.2,2.8,1.6,48960
"1314","1219","2011","Bømlo",56.95748676797,54.7268152408339,55.8707643814027,17.1,26.4,17.2,12.1,22.4,2.4,2.8,2,52481
"1315","1219","2012","Bømlo",56.7227604963454,54.7153024911032,55.7419803529514,17.9,25.3,17.7,12.5,23.1,2.4,2.9,2,52960
"1316","1219","2013","Bømlo",56.9362703884311,54.8058337726234,55.8944835882454,17.5,26.3,18.2,12.9,23.6,2.6,3,2.2,53358
"1317","1219","2014","Bømlo",57.0621468926554,54.7722910486826,55.9451868244106,17.1,25.7,18.8,13,24.9,3.1,3.5,2.8,54752
"1318","1219","2015","Bømlo",56.7792380635502,54.3304347826087,55.5820083326248,17.4,24.7,19,13,25.3,3.2,3.4,2.9,53022
"1319","1219","2016","Bømlo",56.5885072655218,54.1244320167773,55.3914077092885,16.8,23.6,19.6,13.5,26.1,3.3,3.4,3.3,54826
"1320","1219","2017","Bømlo",56.4423235148922,54.2153953569558,55.3616805014399,17.5,22.4,19.9,13.8,26.4,3.4,3.2,3.5,52893
"1321","1221","2008","Stord",58.4194035047,56.353982300885,57.3952726421718,15.7,24.2,21.4,16,27,4.4,5.7,3.2,74805
"1322","1221","2009","Stord",59.0851915380217,56.5074906367041,57.8113251200185,15.8,23.7,21.7,16.3,27.2,4.6,5.8,3.5,79914
"1323","1221","2010","Stord",58.9092140921409,55.9306464576875,57.4323939652718,16.2,23.2,21.9,16.5,27.3,4.7,5.7,3.7,78035
"1324","1221","2011","Stord",59.5402043536206,55.9318181818182,57.7566838912604,16.3,23.8,22.1,16.8,27.6,4.8,5.8,3.9,80206
"1325","1221","2012","Stord",59.1946456001756,56.0217120886577,57.6321211783706,16.5,23.3,22.5,17,28.2,5.1,6,4.2,82498
"1326","1221","2013","Stord",59.1830065359477,55.9180492150095,57.5684158361324,16.6,23.6,22.7,17,28.6,5.5,6.2,4.7,83002
"1327","1221","2014","Stord",59.5833333333333,56.2051847766134,57.921302578019,16.2,24.5,22.9,17.4,28.7,6.2,7,5.4,89221
"1328","1221","2015","Stord",59.4257570994446,55.9724349157733,57.7361519935777,16.6,23.2,23.1,17.2,29.2,6.5,7.1,5.8,88744
"1329","1221","2016","Stord",59.0709353421218,56.0377563198438,57.5818908122503,17.2,22.1,23.4,17.5,29.5,6.6,7.1,5.9,90961
"1330","1221","2017","Stord",59.1008886565604,56.0825410544512,57.6164922161415,17.4,21.5,23.9,17.8,30.1,6.6,7,6.1,91228
"1331","1224","2008","Kvinnherad",57.9858982219497,53.7391038385074,55.8600627727168,17.7,20.1,16.4,13,19.8,2.2,2.9,1.6,58267
"1332","1224","2009","Kvinnherad",57.6723611958511,53.4014643075046,55.5369127516778,17.6,19.7,16.7,13.1,20.3,2.3,2.9,1.7,57107
"1333","1224","2010","Kvinnherad",57.1450151057402,53.3424699253845,55.2513839387275,17.8,19.6,17.1,13.1,21.1,2.4,3,1.8,57517
"1334","1224","2011","Kvinnherad",56.9346356123216,53.6885245901639,55.3197915880088,18.3,19.1,17.3,13.1,21.4,2.5,3.2,1.9,58510
"1335","1224","2012","Kvinnherad",56.6801015076877,53.7392355340686,55.2185012764679,18.4,19.1,17.6,13.2,21.9,2.7,3.4,2.1,59767
"1336","1224","2013","Kvinnherad",56.5067981473181,53.3575317604356,54.9417512213454,18.1,19.4,17.9,13.4,22.4,2.8,3.3,2.2,61106
"1337","1224","2014","Kvinnherad",55.7859933874361,52.9188203101247,54.3606408706167,17.7,19.3,18.4,13.7,23.2,3.2,3.6,2.7,64553
"1338","1224","2015","Kvinnherad",55.5054151624549,52.6723352566049,54.0955115611304,19.1,19.3,18.8,14,23.7,3.4,3.9,3,65732
"1339","1224","2016","Kvinnherad",55.0962542904044,52.8310502283105,53.9748323411951,19.3,18.7,19.2,14.2,24.3,3.4,3.7,3.1,66728
"1340","1224","2017","Kvinnherad",55.2517555655162,52.8863775198534,54.0820179744732,19.3,18.6,19.6,14.3,25,3.6,3.7,3.5,69051
"1341","1235","2008","Voss",56.9980907622265,53.6427647650525,55.3021499128414,20.2,18.3,18.6,13.6,23.5,4,5.1,3,79059
"1342","1235","2009","Voss",56.8271623006,53.816631130064,55.2999711566196,20.7,18.5,18.9,14,23.7,4.2,5.1,3.3,80681
"1343","1235","2010","Voss",57.1282500730353,53.6706349206349,55.3733275787656,20.9,18.9,19.6,14.2,24.8,4.4,5.3,3.5,81838
"1344","1235","2011","Voss",57.5003637421795,53.7690570299266,55.6065056960665,20,19,20,14.2,25.6,4.6,5.5,3.6,83465
"1345","1235","2012","Voss",57.0805466705438,53.4929577464789,55.2582629846902,19.6,19.1,20.4,14.6,26.1,4.8,5.6,4,84922
"1346","1235","2013","Voss",57.1736320551486,53.4516765285996,55.2947869995022,19.7,19.1,20.7,14.8,26.4,4.8,5.7,4,84630
"1347","1235","2014","Voss",57.0984162895928,53.6922209695603,55.3924336533032,20.1,19.4,21,15.2,26.6,5.6,6.3,5,88236
"1348","1235","2015","Voss",57.2107987131067,53.4454015004168,55.3216700355475,20.1,19.4,21.7,15.7,27.5,6,6.6,5.4,91257
"1349","1235","2016","Voss",57.200332963374,53.2908410696965,55.2443674176776,20,19.7,22.1,15.8,28.3,6.3,6.7,6,94800
"1350","1235","2017","Voss",57.1862068965517,53.1800660792952,55.1812043544164,19.6,19,22.4,16,28.8,6.5,6.8,6.3,98233
"1351","1238","2008","Kvam",57.0320077594568,52.3984336759667,54.7259439707674,20,20.1,17.9,14,21.7,3.3,4.4,2.2,60301
"1352","1238","2009","Kvam",57.1735497732156,52.6873945529043,54.9412329095706,20.3,19.7,17.8,13.9,21.7,3.7,4.8,2.6,59965
"1353","1238","2010","Kvam",56.773428232503,53.2207478890229,55.011961722488,20.2,19.9,18.4,14.1,22.6,3.9,4.8,3.1,62630
"1354","1238","2011","Kvam",56.9578526018366,53.4684147794994,55.2238805970149,20.1,19.8,18.9,14.2,23.7,3.9,4.8,3.1,64215
"1355","1238","2012","Kvam",57.3861021629084,53.3045977011494,55.3860596104201,20.7,20.3,19.4,14.5,24.3,4.2,5,3.4,66030
"1356","1238","2013","Kvam",57.7455205261964,53.1736526946108,55.5219012115564,20.2,21.3,19.4,14.2,24.7,4.2,5,3.4,67173
"1357","1238","2014","Kvam",57.425068119891,53.2535885167464,55.3937558247903,19.8,20.2,20,15,25.2,4.8,5.4,4.2,73531
"1358","1238","2015","Kvam",56.8752855185016,52.8959384763278,54.9361751961588,20.5,19.8,20.4,15.1,25.8,5.1,5.6,4.5,75714
"1359","1238","2016","Kvam",56.2918494574001,52.5820463320463,54.4778761061947,19.8,19.4,20.6,15.5,25.9,5,5.5,4.5,77226
"1360","1238","2017","Kvam",56.0884749708964,51.9622093023256,54.0662471803395,20.3,19.9,20.8,15.5,26.3,5.3,5.6,5,76839
"1361","1243","2008","Os (Hordaland)",59.3876798229436,58.3690987124464,58.8850825288072,15,26.1,19.4,15.8,23,4.3,5.7,2.8,64876
"1362","1243","2009","Os (Hordaland)",59.3086064097947,58.2284727362448,58.775932347752,14.8,25.1,19.8,16,23.6,4.5,5.9,3,64528
"1363","1243","2010","Os (Hordaland)",59.2008536874555,58.0606060606061,58.6370175017981,15.1,24.7,20.1,16.2,24.1,4.7,5.9,3.5,63597
"1364","1243","2011","Os (Hordaland)",59.2911218169305,58.3608101742817,58.8320743753632,15,25.5,20.4,16.3,24.5,5.1,6.2,4,64923
"1365","1243","2012","Os (Hordaland)",59.2827709099009,57.7455127472276,58.5242017375606,14.1,24.8,21.3,17,25.6,5.2,6.3,4.1,65600
"1366","1243","2013","Os (Hordaland)",59.072646324248,57.4946826374118,58.295667511851,14.3,24.9,21.8,17.4,26.4,5.3,6.4,4.3,65521
"1367","1243","2014","Os (Hordaland)",58.6570945945946,57.2887247447317,57.9826533890138,14.1,25.3,22.3,17.8,27,6,6.9,5,67295
"1368","1243","2015","Os (Hordaland)",58.4469227591904,56.8362902369064,57.6530345080379,14.6,24.8,22.6,17.8,27.6,6.4,7.3,5.4,66835
"1369","1243","2016","Os (Hordaland)",58.5682863427315,56.570841889117,57.5828183568028,15.5,22.7,23.1,18.1,28.2,6.6,7.4,5.8,72648
"1370","1243","2017","Os (Hordaland)",58.2999119632202,56.7126598851848,57.517864231838,15.2,22.5,23.4,18.4,28.6,6.7,7.3,6.1,75828
"1371","1245","2008","Sund",60.8768971332209,58.0565371024735,59.4995685936152,12.9,26.7,14.5,11.6,17.7,2.1,2.2,2.1,18632
"1372","1245","2009","Sund",60.9868421052632,58.1322140608604,59.6033225970503,14.5,26,14.7,11.4,18.2,2.2,2.4,2,19845
"1373","1245","2010","Sund",60.774357346874,58.4016393442623,59.6315183418325,13.6,26,15.2,11.5,19.1,2.6,2.8,2.3,22280
"1374","1245","2011","Sund",60.0248292985723,58.5277686493592,59.2976855546688,13.7,26.3,15.9,11.8,20.1,2.6,2.8,2.5,22759
"1375","1245","2012","Sund",59.6369137670197,58.1185567010309,58.9015447027617,14.1,25.1,15.8,12.1,19.8,2.5,2.5,2.4,24282
"1376","1245","2013","Sund",59.1219222782557,57.9064587973274,58.5354620816703,14.7,24.9,15.8,12,19.9,2.6,2.5,2.7,24467
"1377","1245","2014","Sund",58.6507705728409,57.6971214017522,58.1914091936699,14.8,25.3,16.4,12.5,20.6,2.9,2.9,3,24540
"1378","1245","2015","Sund",58.5066970646908,57.200123342584,57.8791469194313,14.8,23.2,16.6,12.4,21.2,3.2,3.3,3,24343
"1379","1245","2016","Sund",57.9369469026549,56.8919321226556,57.4336917562724,15.1,22.5,17.2,13.3,21.4,3.2,3,3.5,27066
"1380","1245","2017","Sund",58.118486012068,55.8909730363423,57.0416548597336,15,21.7,17.1,12.8,21.8,3.6,3.4,3.9,28722
"1381","1246","2008","Fjell",58.6979019663186,57.770845150312,58.235488282171,13.6,30.5,17.5,14.3,20.8,4,5,2.9,85305
"1382","1246","2009","Fjell",58.7329561265189,57.4864814469513,58.111312595899,13,31.1,18.1,14.7,21.5,4.1,5.2,3.1,87803
"1383","1246","2010","Fjell",58.8799561483647,57.7732830743771,58.3283691518123,13.6,30.3,18.4,14.7,22,4.3,5.4,3.3,88548
"1384","1246","2011","Fjell",58.965640658554,57.7145961608113,58.3438343834383,13.8,29.6,18.8,14.8,22.8,4.5,5.4,3.5,88258
"1385","1246","2012","Fjell",58.7243337702053,57.6319290465632,58.1822183098592,13.6,30.2,19,14.7,23.4,4.8,5.6,3.9,89106
"1386","1246","2013","Fjell",58.7940552016985,57.8247261345853,58.3150749667053,13.4,29.7,19.4,15.1,23.8,4.8,5.5,4.2,79661
"1387","1246","2014","Fjell",59.1464421330692,57.7951950928608,58.4814690591984,13.7,29.3,19.8,15.3,24.5,5.4,5.9,4.9,82540
"1388","1246","2015","Fjell",59.4649045047949,58.0296222333167,58.7587505629017,13.8,28.2,20.1,15.6,24.8,5.6,6,5.1,85158
"1389","1246","2016","Fjell",59.8785393169808,58.0756295627922,58.994772818657,14.1,27,20.6,15.5,25.9,5.7,6.1,5.2,88434
"1390","1246","2017","Fjell",59.8224713851904,58.4985033573336,59.1731471195048,14.3,26,20.9,15.8,26.1,6,6.3,5.6,89654
"1391","1247","2008","Askøy",59.5648535564854,57.8817524457678,58.7302256907825,14.2,24.6,18.4,14.9,21.9,4,4.5,3.6,47040
"1392","1247","2009","Askøy",59.6209912536443,57.977490897054,58.8081204977079,13.5,25.1,18.9,15.2,22.6,4.3,4.7,3.8,46294
"1393","1247","2010","Askøy",59.510223490252,57.8424242424242,58.6844316408594,13.5,25,19.3,15.3,23.3,4.5,4.9,4,49217
"1394","1247","2011","Askøy",59.0072676666151,57.6570887275024,58.3391922506054,13.5,24.7,19.8,15.7,24,4.8,5.3,4.3,49487
"1395","1247","2012","Askøy",58.7193973634652,57.4101275608813,58.0732544830217,13.6,25.9,20.3,15.9,24.7,5,5.3,4.7,50075
"1396","1247","2013","Askøy",58.1516552888497,57.0487583282859,57.6087361633931,13.9,25.4,20.9,16.3,25.5,5.2,5.5,5,50382
"1397","1247","2014","Askøy",57.9220779220779,56.9257007266795,57.430702845023,14,25.8,21.1,16.4,26,5.6,5.9,5.4,52331
"1398","1247","2015","Askøy",57.7456811101671,56.6550167467599,57.2079833441022,13.6,25.4,21.5,16.6,26.6,6.1,6.4,5.7,51518
"1399","1247","2016","Askøy",57.3426086956522,56.5298107818636,56.9415081042988,13.6,24.9,22.1,17.2,27.2,6.2,6.2,6.1,51815
"1400","1247","2017","Askøy",57.5767918088737,56.2910168654294,56.9445890149544,14,25.1,22.3,17.1,27.6,6.4,6.3,6.4,52686
"1401","1251","2008","Vaksdal",55.599603567889,49.2816091954023,52.3867510959571,23.1,13.6,14,11.7,16.2,2.4,2.4,2.3,29488
"1402","1251","2009","Vaksdal",55.8576371725161,50.1677048394825,52.9683698296837,23.8,15.1,14.1,11.6,16.5,2.3,2.2,2.3,28412
"1403","1251","2010","Vaksdal",56.3082965144821,50.8212560386473,53.5427319211103,23.4,14.2,14.6,11.9,17.2,2.4,2.3,2.5,28459
"1404","1251","2011","Vaksdal",55.9941520467836,50.5949547834365,53.2627016614496,21,15.7,14.7,11.7,17.5,2.7,2.7,2.6,29334
"1405","1251","2012","Vaksdal",55.95703125,50.7177033492823,53.3107781536974,21.9,13.6,15.6,12.4,18.6,2.8,2.8,2.7,29654
"1406","1251","2013","Vaksdal",55.8321132259639,51.0801728276524,53.4365924491772,21.7,14.8,16,12.8,19.1,3.1,3,3.1,29865
"1407","1251","2014","Vaksdal",56.5490575157081,52.0038628681796,54.2753623188406,21.2,14.6,16.2,12.8,19.6,3.1,3.1,3.1,31230
"1408","1251","2015","Vaksdal",57.6023391812866,52.6418786692759,55.126953125,21,14.9,16.3,12.6,20.2,3.4,3.3,3.4,32008
"1409","1251","2016","Vaksdal",57.1015888300433,52.587890625,54.8606060606061,21.1,14.3,16.7,13.3,20.2,3.5,3.6,3.5,34958
"1410","1251","2017","Vaksdal",57.2246065808298,52.9121421520237,55.1055056997332,21.7,14.3,17.3,13.7,21.1,3.9,4,3.8,37032
"1411","1253","2008","Osterøy",57.0201342281879,54.0223463687151,55.5509924709103,17.7,18.9,12.8,9.5,16.2,2.2,2.4,1.9,34153
"1412","1253","2009","Osterøy",56.7474048442907,55.0486787204451,55.9167573449402,17.4,18.6,13.2,9.9,16.8,2.4,2.5,2.4,33885
"1413","1253","2010","Osterøy",56.2270099842354,55.076071922545,55.6663522436329,17.4,17.9,13.4,10,17,2.5,2.4,2.6,34540
"1414","1253","2011","Osterøy",56.9343065693431,55.3596031964729,56.1687876758205,16.5,18,14,10.5,17.7,2.6,2.3,2.9,35952
"1415","1253","2012","Osterøy",57.6664945792463,55.3605703317795,56.5483313389177,17.3,18,14.4,10.6,18.5,2.7,2.5,2.9,36040
"1416","1253","2013","Osterøy",57.3102394294447,54.9893276414087,56.1767005473026,17.2,18.9,14.8,10.8,19,2.9,2.6,3.2,34551
"1417","1253","2014","Osterøy",57.0177633224919,55.3972024280813,56.2291292062677,16.9,19.4,15.5,11.4,19.8,3.4,3,3.8,37368
"1418","1253","2015","Osterøy",56.728624535316,54.8463356973995,55.8148431522571,16.6,18.9,15.9,11.5,20.6,3.4,3,3.8,37160
"1419","1253","2016","Osterøy",57.1115440818315,55.05063619839,56.1141133593063,17.3,18.6,16.1,11.8,20.6,3.9,3.4,4.5,37848
"1420","1253","2017","Osterøy",56.6133720930233,55.2334530528476,55.9431846498879,17.1,17.7,16.4,11.7,21.4,3.9,3.5,4.3,37982
"1421","1256","2008","Meland",58.9875040051266,57.0051413881748,57.9977538905824,13.9,25.6,18,13.7,22.2,3.5,4.5,2.5,37268
"1422","1256","2009","Meland",59.14445133292,57.380073800738,58.2587218277246,14.9,25,18.3,13.9,22.6,3.3,4.2,2.5,38352
"1423","1256","2010","Meland",59.0183679614574,58.0060422960725,58.5130447896245,14.1,25.1,19,14.5,23.6,3.6,4.5,2.7,39071
"1424","1256","2011","Meland",59.2462751971954,58.1299617759482,58.689917936694,13.9,24.4,19.4,14.7,24.1,4,4.6,3.3,46995
"1425","1256","2012","Meland",58.9064261555806,57.9128440366973,58.4138715179079,14.3,24.2,19.9,14.9,24.7,4.2,4.7,3.8,48868
"1426","1256","2013","Meland",58.4278768233387,57.5582990397805,57.9964611406016,13.9,24.2,20.2,15,25.4,4.2,4.6,3.7,49409
"1427","1256","2014","Meland",58.2394550694262,58.1432787764958,58.1919406150583,13.9,24.4,20.8,15.2,26.4,4.7,5.3,4,44187
"1428","1256","2015","Meland",56.8812007122869,57.976346911958,57.4198552223371,13.8,24,21.6,15.9,27.4,5.2,5.2,5.1,44160
"1429","1256","2016","Meland",57.053370082686,57.7335775974876,57.3860727086534,14.2,23.3,22.1,16.1,28.1,5.3,5.5,5,40887
"1430","1256","2017","Meland",56.8148510014656,56.8882098293863,56.8507667373146,14.3,23.3,22.5,16.3,28.9,5.5,5.6,5.4,43870
"1431","1259","2008","Øygarden",57.9654510556622,55.5182341650672,56.7418426103647,15.2,25.8,11.9,8.5,15.2,1.8,1.9,1.6,25030
"1432","1259","2009","Øygarden",57.5258701787394,56.413924654268,56.9737153682216,14.5,25.5,12.1,9.3,15,1.8,1.8,1.9,26695
